item,cluster,cluster_name,mean_units,cv_units,avg_price,trend_slope_norm,seasonality_strength
ACCESORIES_1_038,1,Básicos de alto volumen,3.1019341348667013,0.6416797351950357,4.264008602150538,-9.808049879188778e-05,0.07246745098307415
ACCESORIES_1_039,3,Nicho premium,0.8964976476738108,1.2753636652259814,7.8192142924528305,0.0006963169537996033,0.08741719339592209
ACCESORIES_1_040,3,Nicho premium,8.207004704652379,0.8722750415550352,17.207924578313254,0.0007037184382711305,0.21124813574494708
ACCESORIES_1_041,1,Básicos de alto volumen,3.299006795608991,0.733407723415097,5.278096588731314,-0.00014083190497231332,0.104848923126152
ACCESORIES_1_042,3,Nicho premium,3.879247255619446,0.8668571758218905,10.162882530120482,0.00017901428367436199,0.06866060576729316
ACCESORIES_1_043,1,Básicos de alto volumen,26.25614218504966,0.5356222664805752,0.9422066617862372,-0.0002378696826316646,0.039695786263450356
ACCESORIES_1_044,1,Básicos de alto volumen,5.840564558285416,0.6476825968103342,1.9691604099244875,-0.0005774459990490263,0.10741773384635946
ACCESORIES_1_045,2,Baja rotación volátil,0.5426032409827496,2.1194784769815715,14.0714,0.002122124197027684,0.34328190911914164
ACCESORIES_1_046,3,Nicho premium,1.1536853110297962,1.97662100180021,25.143799438202247,0.002360399531243444,0.3473466200828181
ACCESORIES_1_047,1,Básicos de alto volumen,7.629377940407736,0.6603619565852599,2.2898572055596196,-0.0002722688671750804,0.07581439578700955
ACCESORIES_1_048,1,Básicos de alto volumen,39.58024046001046,0.7661934462006345,0.6249411940298507,0.000988329017179154,0.09938977262777232
ACCESORIES_1_049,3,Nicho premium,2.27025614218505,0.9986143630175036,10.702454195804195,0.0003211402631238955,0.1521881146474328
ACCESORIES_1_050,3,Nicho premium,4.546262415054888,0.5328926159200262,13.788494200797391,4.653029714930721e-05,0.044998915532723956
ACCESORIES_1_051,2,Baja rotación volátil,1.3507579717720857,1.2971323822215997,7.953400000000001,0.0013100782478796767,0.11685615418382225
ACCESORIES_1_052,2,Baja rotación volátil,0.46732880292733925,1.6466322859831046,7.819183721993599,0.0008733124534712381,0.13641448077088061
ACCESORIES_1_053,2,Baja rotación volátil,1.6696288552012546,1.5308699202528244,5.279275960346965,0.0013291241036019674,0.16723500345293205
ACCESORIES_1_054,2,Baja rotación volátil,0.5033978044955567,1.8070878255674845,3.9486021505376345,0.0015454490837336708,0.4051135119406471
ACCESORIES_1_055,3,Nicho premium,10.6382645060115,0.47286232801429373,11.250967228121567,0.00017364502466891193,0.08930421818545209
ACCESORIES_1_056,1,Básicos de alto volumen,10.501829587036069,0.9975043143716136,1.2502,0.0012972129019835708,0.10142348150479144
ACCESORIES_1_057,3,Nicho premium,4.742289597490852,0.845649084045739,6.431811996066863,0.0008827613347463777,0.26799346821889736
ACCESORIES_1_058,3,Nicho premium,2.6644014636696287,0.8560369963945537,11.188801008282319,-0.0005564083639579173,0.164225612300892
ACCESORIES_1_060,3,Nicho premium,1.7846314688970204,1.0447902450092184,39.48410133070478,0.001134555342408601,0.15037477227620547
ACCESORIES_1_061,1,Básicos de alto volumen,3.6121275483533717,0.6415641817660673,3.716505897159296,-0.00015760157764629798,0.07183861796358487
ACCESORIES_1_062,2,Baja rotación volátil,0.5922634605331939,1.9437547378605322,1.2901,0.0014649248371630759,0.18667464859442687
ACCESORIES_1_063,3,Nicho premium,2.507579717720857,0.7205565383084167,7.1079014890282135,-0.0002536795937600383,0.1039800704839118
ACCESORIES_1_064,3,Nicho premium,10.331939362258233,0.4680028103012137,17.143641581259153,0.00018932551126130112,0.08639630857628158
ACCESORIES_1_065,2,Baja rotación volátil,0.7323575535807632,1.361507968105516,6.4904,0.0006425185899242962,0.10116794186032543
ACCESORIES_1_066,2,Baja rotación volátil,1.5321484579194982,1.9655458150974592,1.6613628590971272,0.0018242142879617079,0.25238582374738466
ACCESORIES_1_067,1,Básicos de alto volumen,34.226346053319396,0.7087924182266175,0.7352421146953405,-0.00031784015578621304,0.12020555091032237
ACCESORIES_1_068,3,Nicho premium,5.095661265028751,0.6271284751693607,9.276124173850574,-0.0003595781517323876,0.15981612284678615
ACCESORIES_1_069,3,Nicho premium,1.70935703084161,0.9178417462631437,17.99469277620397,0.00039812991212037375,0.06963880683163508
ACCESORIES_1_070,2,Baja rotación volátil,0.7898588604286461,1.3585267711896014,7.819766364935685,0.0007900597283071267,0.12113754722593445
ACCESORIES_1_072,1,Básicos de alto volumen,5.530580240460011,0.6261965790168806,2.6201000000000003,-4.634592092545852e-05,0.16017592429335953
ACCESORIES_1_073,1,Básicos de alto volumen,5.89231573444851,0.4540849852032415,7.110704534005038,8.074636302579006e-06,0.034860873479825506
ACCESORIES_1_074,1,Básicos de alto volumen,13.857292211186618,0.3872751286866239,4.87763429844098,-3.917771053683968e-05,0.026540137951906538
ACCESORIES_1_075,3,Nicho premium,3.623105070569786,0.6356544024339488,9.277848362720404,-0.0001496958788228228,0.08914452875825439
ACCESORIES_1_076,1,Básicos de alto volumen,5.416100365917408,0.6862406545567803,4.342764608161791,-7.037685465681673e-05,0.27705633800088675
ACCESORIES_1_077,3,Nicho premium,1.6832200731834814,1.3730021722937489,13.126824066390041,0.0002976820153744244,0.1503891639108924
ACCESORIES_1_078,3,Nicho premium,9.405122843700994,0.6197616789339861,16.569239367816092,-5.977533133112112e-05,0.16025451896119286
ACCESORIES_1_079,3,Nicho premium,5.545739675901725,0.5073141743091875,10.762086078220308,0.0002856204939887248,0.08714785648504086
ACCESORIES_1_080,1,Básicos de alto volumen,19.898065865133297,0.7907992621373447,0.7334381909547738,-0.00033720948348864895,0.14551302434522767
ACCESORIES_1_081,3,Nicho premium,2.5337166753789857,1.1678919136794914,19.5776,0.001505109890271808,0.13242505052240638
ACCESORIES_1_082,3,Nicho premium,1.4819654992158913,0.9414221927263771,5.1176575071839085,-0.0003021075353110173,0.14705521284095013
ACCESORIES_1_083,3,Nicho premium,1.0888656560376373,1.4994586968571524,22.607111507293357,0.0014754423246248537,0.3141828215837044
ACCESORIES_1_084,1,Básicos de alto volumen,6.342394145321484,0.7031859258542525,5.657039835066332,-0.0004119938317423912,0.21570992332780523
ACCESORIES_1_085,3,Nicho premium,4.151071615263984,0.9195624827971696,19.582853608247426,0.0011196232350519273,0.14553973022297131
ACCESORIES_1_086,3,Nicho premium,6.410872974385781,0.5190265905030802,11.129211182795698,4.9277308002254306e-05,0.08037431862669184
ACCESORIES_1_087,3,Nicho premium,7.25405122843701,0.9006233826149189,16.737508341511287,0.0004209681319346924,0.13501059755382103
ACCESORIES_1_088,1,Básicos de alto volumen,3.226868792472556,0.8392137489826438,3.4181,-3.9164581594961996e-05,0.13216781724465043
ACCESORIES_1_089,1,Básicos de alto volumen,10.291688447464715,0.44035884167557776,10.696423943661971,-0.00016635229334707524,0.06342297656195216
ACCESORIES_1_090,2,Baja rotación volátil,10.755358076319917,1.2438109419452088,1.35072875,0.0014492739441404575,0.16235341357069988
ACCESORIES_1_091,2,Baja rotación volátil,2.0433873497124933,1.8528457497499928,0.9197231323132313,0.001968771564074148,0.16255079005366094
ACCESORIES_1_092,1,Básicos de alto volumen,3.522739153162572,0.5911338907283925,3.107199276934201,-0.0001535491969423761,0.039452901377787654
ACCESORIES_1_093,3,Nicho premium,1.4558285415577628,1.0906682204686682,26.311012992125985,0.0008856847853036755,0.14487448606830947
ACCESORIES_1_094,3,Nicho premium,1.9273392577104025,0.9251462517840155,17.240153610175835,5.7579037184937474e-05,0.20634257153133667
ACCESORIES_1_095,3,Nicho premium,1.949817041296393,0.9861586515246088,10.208967773788151,0.0006717463210090846,0.14472390971078172
ACCESORIES_1_097,1,Básicos de alto volumen,6.01620491374804,0.4901259548765917,5.543688356164384,-0.00019424469808810798,0.04503455243561116
ACCESORIES_1_098,3,Nicho premium,5.603240982749608,0.8566021528004658,19.683928494623657,-0.0001929322528158044,0.2518854017840239
ACCESORIES_1_099,3,Nicho premium,7.913748039728175,0.9182999717888324,19.68809487455197,-0.000330148911340112,0.40083209970915085
ACCESORIES_1_100,3,Nicho premium,3.9686356508102456,0.6697988537765533,14.915272596843614,-0.00019672812112674323,0.16473318760560723
ACCESORIES_1_102,2,Baja rotación volátil,1.0104547830632515,1.3150035988128725,6.623400000000001,0.00115183593659589,0.16106545006186676
ACCESORIES_1_103,1,Básicos de alto volumen,37.124411918452694,0.4893894956357616,0.9417258064516129,-0.00011582197791899123,0.05282322549293001
ACCESORIES_1_104,3,Nicho premium,1.3800313643491897,1.5521516964735906,31.82607931034483,0.0018745978164138996,0.07921124631849609
ACCESORIES_1_105,1,Básicos de alto volumen,6.497124934657606,0.48580524454934065,8.876749515260324,-0.00012419040299739995,0.04452499900849109
ACCESORIES_1_106,1,Básicos de alto volumen,2.1045478306325145,1.2008105070076451,3.304064549695013,-0.0006559576456942465,0.16148585161773774
ACCESORIES_1_107,2,Baja rotación volátil,1.6267642446419237,1.0603978968807428,5.292063987945756,0.0009299551021218771,0.10783730825414269
ACCESORIES_1_108,3,Nicho premium,10.133298484056455,0.5802509161395752,16.97756075307748,-0.00029544935999870927,0.14843517180898663
ACCESORIES_1_109,3,Nicho premium,4.730266596968113,0.6595582602721747,7.787387044844768,-1.2928232828132071e-05,0.33176235149969197
ACCESORIES_1_110,3,Nicho premium,1.5399895452169368,0.912930450110811,4.8811,-9.740835669446493e-05,0.08777967079529174
ACCESORIES_1_111,1,Básicos de alto volumen,3.974385781495034,0.8597833183949526,4.05627849384504,-0.000557972034942954,0.14128925823802327
ACCESORIES_1_112,3,Nicho premium,0.9111343439623628,1.4923193326889952,3.5695289766606826,-0.0012170750807015676,0.192584610238751
ACCESORIES_1_113,2,Baja rotación volátil,1.1589127025614219,1.4473847082264448,1.9542639014906027,0.0014801380284631097,0.11751912154926444
ACCESORIES_1_114,3,Nicho premium,1.6283324621014115,1.118892798559263,7.896486244841816,0.0005231341360019066,0.26773058071264544
ACCESORIES_1_115,2,Baja rotación volátil,10.206481965499217,1.2778864576937612,0.9101533296642819,0.0008919411339683159,0.18324904190358232
ACCESORIES_1_116,3,Nicho premium,2.7673810768426557,1.021640922703839,8.6051,0.0008552100363229404,0.21424405238447744
ACCESORIES_1_117,3,Nicho premium,1.8379508625196028,0.788900950524621,16.21443603020496,-5.763935895811138e-05,0.04701797725348459
ACCESORIES_1_118,3,Nicho premium,1.560376372190277,0.847447573105831,14.75141813602015,-1.0393076683988761e-05,0.07482214846006185
ACCESORIES_1_119,2,Baja rotación volátil,3.1385258755880816,1.4001503097090509,2.3046602564102567,0.0014526031669919103,0.1441068652271137
ACCESORIES_1_120,3,Nicho premium,2.0559330893883954,0.8801758681543344,13.934210684551342,0.0007318458112605189,0.07256503523587955
ACCESORIES_1_121,2,Baja rotación volátil,2.2875065342394145,1.5928417931033492,1.3912007189934092,0.0014086169777656138,0.13543243069105532
ACCESORIES_1_122,2,Baja rotación volátil,3.806586513329848,1.3410663576789896,2.3040705050505053,0.00141662458564724,0.21479058196677672
ACCESORIES_1_123,3,Nicho premium,3.053319393622582,1.1058538560502256,10.579337982005141,0.0014278327812528794,0.15742564897038522
ACCESORIES_1_124,3,Nicho premium,3.922111866178777,1.0765153903997957,7.954017363896849,0.001131992125610549,0.07734226630447474
ACCESORIES_1_125,2,Baja rotación volátil,0.680083638264506,2.3019964932092605,15.600582388059701,0.002328315038780147,0.3730178938780849
ACCESORIES_1_126,2,Baja rotación volátil,1.3685311029796132,1.5447639760341239,12.734677978339352,0.002036794404186659,0.08053185072617168
ACCESORIES_1_127,1,Básicos de alto volumen,4.376372190277052,0.8811878786530902,1.4281125628140705,-2.0108817305407297e-05,0.06492014286522492
ACCESORIES_1_128,3,Nicho premium,2.453737584945112,0.7165184945403914,11.337151637279597,-4.634575823451596e-05,0.0433517694026336
ACCESORIES_1_129,3,Nicho premium,4.784108729743858,0.8208461094476547,6.446507355864812,0.0008311768634298506,0.13447901224204126
ACCESORIES_1_130,1,Básicos de alto volumen,6.185572399372713,0.623255623724214,3.5410946291560106,-0.00027886662995483906,0.058807346941688106
ACCESORIES_1_131,1,Básicos de alto volumen,10.381599581808677,1.256068272866669,0.9098445291235712,0.0008689948155999146,0.16256004484415681
ACCESORIES_1_132,1,Básicos de alto volumen,6.219027705175118,0.7065201841884197,5.664512903225806,-0.00017866813706548425,0.11118913799988392
ACCESORIES_1_133,3,Nicho premium,2.1996863565081024,1.1008582789873744,16.793664914004918,0.0003123311681294005,0.13691753899529865
ACCESORIES_1_134,1,Básicos de alto volumen,28.997386304234187,0.6214331077535254,4.805457619439868,8.056516996315931e-05,0.13805517436962594
ACCESORIES_1_135,3,Nicho premium,1.009932043910089,1.5329567115847909,26.34058755868545,0.0019191825051447541,0.13551276923632838
ACCESORIES_1_136,2,Baja rotación volátil,0.6387872451646628,1.453995548079825,6.4904,0.0008628235285682402,0.10829600473307137
ACCESORIES_1_137,3,Nicho premium,3.7663355985363305,0.8219657545158129,12.541384976694157,-0.000138938595871718,0.3233747298345519
ACCESORIES_1_138,3,Nicho premium,1.3549398849973864,1.1370199230269027,7.820400000000001,0.0008054166097888744,0.11843215302212988
ACCESORIES_1_139,2,Baja rotación volátil,3.665446941975954,1.3060052351948093,3.4394063739376772,0.0016431717940871035,0.11894521267474131
ACCESORIES_1_140,2,Baja rotación volátil,2.6314688970203868,1.6144989032767851,1.3911111378687542,0.0014034814699557185,0.1211916966222908
ACCESORIES_1_141,3,Nicho premium,7.623105070569785,0.9090469448201324,19.68194541218638,-0.00014805668131003826,0.3459528005280366
ACCESORIES_1_142,1,Básicos de alto volumen,14.720857292211187,0.8534742858302683,1.256351905387648,0.0007370783390203969,0.1292774717338294
ACCESORIES_1_143,3,Nicho premium,4.238891792995295,0.6292660001828433,11.353137419354837,-0.00022942772570424625,0.04809026343568803
ACCESORIES_1_144,3,Nicho premium,4.5833768949294305,0.660501963437819,14.897999784172663,-0.0002130538956997389,0.12368904157533403
ACCESORIES_1_145,1,Básicos de alto volumen,3.105070569785677,1.235640126433147,1.7243903975994,-0.00014740051891978,0.11317365903475822
ACCESORIES_1_146,1,Básicos de alto volumen,5.171981181390486,0.6670973857263964,6.379196162123387,-5.760123427612343e-05,0.30861327621707635
ACCESORIES_1_147,3,Nicho premium,21.094615786722425,0.521897023708035,13.368498785578748,0.0005048708640107561,0.12694161158542777
ACCESORIES_1_148,1,Básicos de alto volumen,7.8938839519079975,0.9463737956125671,6.4904,0.0012337143434276538,0.08929039677606414
ACCESORIES_1_149,1,Básicos de alto volumen,4.964453737584945,0.7074097876618253,2.055688788128607,7.751869978726939e-05,0.1621511649722634
ACCESORIES_1_150,1,Básicos de alto volumen,9.019864087820178,0.6933961792124285,2.2923233644859815,-0.0003051282906055376,0.056731772315626615
ACCESORIES_1_151,1,Básicos de alto volumen,6.669628855201254,0.5137993654963962,6.83583770609319,-0.00041590649244923554,0.0350246356613175
ACCESORIES_1_152,2,Baja rotación volátil,2.3403031887088344,1.2237843873740284,6.740446846846847,0.00150463791656612,0.09607178534321548
ACCESORIES_1_153,1,Básicos de alto volumen,14.25405122843701,0.7236169441202516,8.21488181818182,0.0002651409416520284,0.08739656039440621
ACCESORIES_1_154,1,Básicos de alto volumen,5.902247778358599,0.8100887489144212,3.6879625178826894,0.0008045886092243853,0.09144827948968827
ACCESORIES_1_155,3,Nicho premium,6.124411918452692,1.105764673342687,25.2434,0.0016289972160614882,0.21611524304229032
ACCESORIES_1_156,2,Baja rotación volátil,2.376894929430214,1.6001707975745625,2.4784502669039146,0.0019332541060985157,0.09146136022827413
ACCESORIES_1_157,3,Nicho premium,3.5530580240460012,0.6509797381516276,14.926971223021583,0.0002583431043545685,0.0835966539084848
ACCESORIES_1_158,3,Nicho premium,12.994772608468374,1.7241013828411527,29.27427080291971,0.002329655039894767,0.201710733856398
ACCESORIES_1_159,1,Básicos de alto volumen,5.2498693152117095,0.6524205700777027,4.305237477346865,-0.0002061981187508265,0.10578950981174427
ACCESORIES_1_160,3,Nicho premium,2.2780972294824884,0.9308588685305584,26.303433447600394,0.0008998790091845353,0.13099278137044743
ACCESORIES_1_161,2,Baja rotación volátil,2.1594354417145842,1.7332314733727612,0.91962375,0.0019503712842251551,0.15937780806546567
ACCESORIES_1_162,2,Baja rotación volátil,1.1327757449032934,1.277219603324066,5.292211006289308,0.0006802197875828467,0.26352188898579615
ACCESORIES_1_163,3,Nicho premium,2.3633037114479873,0.7603920268412274,12.446756060606061,-0.00027806140101122484,0.049195843879390695
ACCESORIES_1_164,3,Nicho premium,5.709879769994773,0.5015677283501692,11.927025268817204,-9.03200244821311e-05,0.0599976130151992
ACCESORIES_1_165,3,Nicho premium,2.0690015682174594,0.9643018721207434,6.592954405979545,-0.00021895078476413777,0.07290511658870447
ACCESORIES_1_166,3,Nicho premium,5.708311552535285,1.1200672580117321,14.92245207280081,0.0006613658188106317,0.16537465159536552
ACCESORIES_1_167,2,Baja rotación volátil,11.564035546262415,1.2321083420757721,0.9094825258573761,0.0009520511746246315,0.24416151855697413
ACCESORIES_1_168,2,Baja rotación volátil,2.7600627286983794,1.4889853251443468,6.423900000000001,0.0018617150240882873,0.1589373172449811
ACCESORIES_1_169,1,Básicos de alto volumen,23.20491374803973,0.7708327021071579,0.735055494100295,-9.536088905542709e-05,0.1601973597596518
ACCESORIES_1_170,3,Nicho premium,0.7893361212754836,1.4813421534303648,23.9001,0.0014067798774381444,0.16975967860082586
ACCESORIES_1_171,2,Baja rotación volátil,1.8980658651332984,1.5206900625088389,3.777735726795097,0.0018083681798854146,0.15596202398463357
ACCESORIES_1_172,1,Básicos de alto volumen,5.058024046001045,0.5708206793400822,3.8892012544802865,-0.00014921488249286998,0.08277692630147336
ACCESORIES_1_173,3,Nicho premium,3.9435441714584423,0.8337148770177085,14.585907819329773,0.0008127408720933391,0.1143482026532082
ACCESORIES_1_174,2,Baja rotación volátil,0.8039728175640355,1.2971586274704365,6.4904,0.0005972799893377594,0.14673928155382812
ACCESORIES_1_175,3,Nicho premium,1.3397804495556718,1.0471231567330175,2.620889672544081,-8.680146728383532e-05,0.2853283453277065
ACCESORIES_1_176,3,Nicho premium,1.5912179822268688,1.052650548207394,7.609858684719536,0.0003312749643864817,0.22656711391042278
ACCESORIES_1_177,1,Básicos de alto volumen,6.203868269733403,0.9307401401232671,5.581329349330872,0.0002533143894495912,0.3117973281745749
ACCESORIES_1_178,1,Básicos de alto volumen,47.272869837950864,0.5904834332092413,0.6329798769453493,9.713381603900543e-05,0.08975810426160158
ACCESORIES_1_179,1,Básicos de alto volumen,9.430214323052796,0.557414979744825,9.136017441860465,0.0003718508041849206,0.09553686671441973
ACCESORIES_1_180,3,Nicho premium,0.6884474647151072,1.779092994588109,26.53035679012346,0.0019834498159569665,0.20354882705658967
ACCESORIES_1_181,2,Baja rotación volátil,0.4913748039728176,1.6820258454511676,2.5978866912151504,0.0014089176064590253,0.21264992596159468
ACCESORIES_1_183,3,Nicho premium,2.1610036591740722,1.231176258142732,10.593776620825148,0.0011593015393278362,0.17675138873679824
ACCESORIES_1_184,3,Nicho premium,1.7354939884997387,0.8717250705945538,16.3856224,0.00045781327063214083,0.14801882301554659
ACCESORIES_1_185,1,Básicos de alto volumen,2.725039205436487,0.7408767501426041,4.190976715774345,0.00020089291347374677,0.051417570602978115
ACCESORIES_1_186,0,Estacionales volátiles,0.5969681129116571,2.3974017305103485,22.332610259179265,0.0024726900095652527,0.5633548392912595
ACCESORIES_1_187,3,Nicho premium,2.8128593831677993,0.7231424007382266,9.277295788336934,2.6325230314504057e-05,0.14983816484433754
ACCESORIES_1_188,3,Nicho premium,1.0355462624150549,1.2330922058457243,17.10753204951857,0.0008078807934834502,0.161079704209559
ACCESORIES_1_189,1,Básicos de alto volumen,30.14845791949817,0.6609035943946867,0.6341515264333581,0.0005137369427778497,0.04764166296522029
ACCESORIES_1_190,2,Baja rotación volátil,0.6732880292733926,1.7415435959873053,13.249802560124127,0.0016979043081838965,0.28036105517050686
ACCESORIES_1_191,2,Baja rotación volátil,0.9398849973863043,1.654962761433426,11.920645926589078,0.001955467046209754,0.13112161813758905
ACCESORIES_1_192,3,Nicho premium,0.6314688970203868,1.392885517557884,4.62319713761468,-0.0003404483916503532,0.09674854225607385
ACCESORIES_1_193,3,Nicho premium,2.716675378985886,0.8663956750978096,11.309644747221226,0.0007017089204208854,0.09937725151226098
ACCESORIES_1_194,1,Básicos de alto volumen,11.84161003659174,0.6143991323151428,3.5866810752688174,4.9373732523953845e-05,0.13207640770435294
ACCESORIES_1_195,3,Nicho premium,3.387349712493466,0.6901000500935643,14.899898191214472,0.0002468071114971514,0.08296992738158471
ACCESORIES_1_197,3,Nicho premium,1.4239414532148458,0.912097228772841,16.995270313119303,0.00022200810163751356,0.07285538466056714
ACCESORIES_1_198,3,Nicho premium,4.271824359644538,0.9072136283940341,11.140860009078532,0.0010822991758179196,0.14266940147928883
ACCESORIES_1_199,1,Básicos de alto volumen,3.521170935703084,0.7759478837086575,4.825455555555556,0.0006863115862964987,0.12679058956005287
ACCESORIES_1_200,3,Nicho premium,4.394668060637742,0.8241102355127197,10.442576678269516,0.0008152490944388382,0.15735491335675247
ACCESORIES_1_201,1,Básicos de alto volumen,12.003659174072139,0.40141143420801806,7.319003376436782,-0.000265037926068132,0.03755890862552835
ACCESORIES_1_202,1,Básicos de alto volumen,9.806063774176685,0.7107172285729003,2.283114229390681,-0.0005373133876069405,0.08663205032713348
ACCESORIES_1_203,3,Nicho premium,2.0261369576581285,1.3884066005138556,17.45509885550787,0.0018141697051074898,0.2585902047468191
ACCESORIES_1_204,0,Estacionales volátiles,2.222686879247256,1.9098187183603217,13.2006,0.0023723247972035205,0.4806506004502641
ACCESORIES_1_205,3,Nicho premium,0.9874542603240982,1.2354738037273008,7.820400000000001,0.0006905431092756219,0.11396824341926624
ACCESORIES_1_206,2,Baja rotación volátil,2.316257187663356,1.7254461356065494,3.956312802768166,0.0021429384130170004,0.3524522721452364
ACCESORIES_1_207,1,Básicos de alto volumen,3.0590695243073704,0.7923922205752156,3.6015999282639886,-0.0005688546114197736,0.13249397099032556
ACCESORIES_1_208,2,Baja rotación volátil,2.883951907997909,1.1678853052786489,4.308411556886228,0.001293764404589049,0.08387779892379599
ACCESORIES_1_209,1,Básicos de alto volumen,26.115525352848927,0.598922239797253,0.9293458422939069,-0.0002763716779625348,0.04961277127307505
ACCESORIES_1_210,3,Nicho premium,4.709879769994773,0.8523266380090259,7.670269505127061,0.0007188417836360109,0.13345151148113965
ACCESORIES_1_211,2,Baja rotación volátil,4.699947726084684,1.6120139466435446,6.460613793103448,0.0021601248536595365,0.21350752801936093
