city,yearweek,week_dt,units_week,avg_price_week,revenue_week_proxy
BOS,201222,2012-05-28,75190,5.306425387502039,398990.12488627835
BOS,201223,2012-06-04,78026,5.318985516454871,415019.1639069078
BOS,201224,2012-06-11,79828,5.307836436126933,423713.9670231408
BOS,201225,2012-06-18,72592,5.310055442011355,385467.54464648827
BOS,201226,2012-06-25,70358,5.336913742926435,375494.5771248181
BOS,201227,2012-07-02,75848,5.38668015389548,408568.91631266434
BOS,201228,2012-07-09,73206,5.391980515349133,394725.32560664864
BOS,201229,2012-07-16,69807,5.401561447306052,377066.79995209357
BOS,201230,2012-07-23,65539,5.403836150456406,354162.0174647624
BOS,201231,2012-07-30,74078,5.4109273197492165,400830.6739923825
BOS,201232,2012-08-06,77695,5.43120085669782,421977.1505611371
BOS,201233,2012-08-13,77962,5.443193693693694,424362.2667477478
BOS,201234,2012-08-20,71856,5.447089556619805,391406.0671804727
BOS,201235,2012-08-27,71442,5.44669669078036,389122.9049827305
BOS,201236,2012-09-03,79165,5.4496125460687965,431418.5772095363
BOS,201237,2012-09-10,74556,5.455047003831417,406706.48441765516
BOS,201238,2012-09-17,70799,5.4665468013468015,387026.0469885522
BOS,201239,2012-09-24,67530,5.458812706169823,368633.6220476481
BOS,201240,2012-10-01,74495,5.469240247064206,407431.052205048
BOS,201241,2012-10-08,74597,5.472439546215929,408227.5728290696
BOS,201242,2012-10-15,69348,5.461801446186635,378765.00669015077
BOS,201243,2012-10-22,63012,5.458544852717886,343953.82825945946
BOS,201244,2012-10-29,66251,5.456516813220134,361499.69539264706
BOS,201245,2012-11-05,69777,5.465929841269841,381396.1865342857
BOS,201246,2012-11-12,65405,5.467113807152558,357576.578556813
BOS,201247,2012-11-19,63503,5.462018370727301,346854.5525962958
BOS,201248,2012-11-26,61378,5.463329302045728,335328.22590096266
BOS,201249,2012-12-03,69752,5.46391782341478,381119.19601882773
BOS,201250,2012-12-10,67556,5.456732069274411,368634.99167190207
BOS,201251,2012-12-17,70421,5.457136883658572,384297.0364841203
BOS,201252,2012-12-24,60544,5.464454330708662,330839.92299842526
BOS,201301,2012-12-31,70242,5.475109734121122,384582.65794413583
BOS,201302,2013-01-07,69442,5.4691833455936445,379791.0298847139
BOS,201303,2013-01-14,64979,5.458014742086752,354656.3399260551
BOS,201304,2013-01-21,62062,5.446005131578947,337989.9704760526
BOS,201305,2013-01-28,67398,5.463769765408713,368247.15464901645
BOS,201306,2013-02-04,73896,5.451896731742588,402873.3608888503
BOS,201307,2013-02-11,78551,5.455741527617952,428553.9527359177
BOS,201308,2013-02-18,73227,5.458935850942319,399741.4955569532
BOS,201309,2013-02-25,72828,5.4528832646682766,397122.58239926124
BOS,201310,2013-03-04,71605,5.449906768404691,390240.57415161794
BOS,201311,2013-03-11,76087,5.448751918194641,414579.18719967565
BOS,201312,2013-03-18,68540,5.440415998311524,372886.1125242718
BOS,201313,2013-03-25,69834,5.4375923066143494,379728.8211401065
BOS,201314,2013-04-01,75050,5.437662581995814,408096.57677878585
BOS,201315,2013-04-08,73530,5.436855879494654,399772.01281924197
BOS,201316,2013-04-15,69726,5.431412092316196,378710.6395488391
BOS,201317,2013-04-22,63454,5.429931061544816,344550.84557926474
BOS,201318,2013-04-29,66070,5.436213699382292,359170.63911818806
BOS,201319,2013-05-06,70120,5.433992751641139,381031.5717450766
BOS,201320,2013-05-13,76215,5.428131245736116,413705.0228937781
BOS,201321,2013-05-20,70380,5.424716913865832,381791.57639787724
BOS,201322,2013-05-27,72063,5.425659472682794,390989.29857994016
BOS,201323,2013-06-03,78684,5.441524688684353,428160.92860443966
BOS,201324,2013-06-10,78734,5.429366477426332,427475.74023368483
BOS,201325,2013-06-17,74418,5.418330633423181,403221.32907808624
BOS,201326,2013-06-24,74430,5.428841733762749,404068.6902439614
BOS,201327,2013-07-01,81744,5.4461315733047435,445188.57932822296
BOS,201328,2013-07-08,80341,5.445949732691794,437533.0474741914
BOS,201329,2013-07-15,73187,5.443263393213573,398376.11795912177
BOS,201330,2013-07-22,73712,5.4316675371155885,400379.07749586424
BOS,201331,2013-07-29,78268,5.438727569784363,425678.32943188254
BOS,201332,2013-08-05,83427,5.434961760042284,453422.5547550476
BOS,201333,2013-08-12,78537,5.428773904461114,426359.6161346625
BOS,201334,2013-08-19,77327,5.416812772381203,418865.8812499213
BOS,201335,2013-08-26,76378,5.431525686992933,414849.0689211463
BOS,201336,2013-09-02,83680,5.451812537508154,456207.6731386823
BOS,201337,2013-09-09,82782,5.452513427791499,451369.96657943586
BOS,201338,2013-09-16,74178,5.461599753694581,405130.5465295566
BOS,201339,2013-09-23,71333,5.458058535954475,389339.68954524054
BOS,201340,2013-09-30,78347,5.463303163331182,428033.41293750814
BOS,201341,2013-10-07,75849,5.464617468093335,414485.7703374114
BOS,201342,2013-10-14,71608,5.4686935857805254,391602.21029057185
BOS,201343,2013-10-21,67209,5.465272224366396,367315.48092744115
BOS,201344,2013-10-28,70629,5.463467339072337,385879.23469134007
BOS,201345,2013-11-04,70665,5.460384822804314,385858.09350346687
BOS,201346,2013-11-11,71559,5.46425300911074,391016.48107895546
BOS,201347,2013-11-18,63132,5.466481576923077,345109.9149143077
BOS,201348,2013-11-25,59790,5.473433708727924,327256.6014448426
BOS,201349,2013-12-02,72039,5.471231109406953,394142.0178905675
BOS,201350,2013-12-09,67650,5.46659245667686,369814.9796941896
BOS,201351,2013-12-16,67107,5.465825728464182,366795.1671600459
BOS,201352,2013-12-23,57828,5.474517448643165,316580.39502013696
BOS,201401,2013-12-30,69278,5.4726376247631086,379133.3893683386
BOS,201402,2014-01-06,70819,5.466441608963868,387127.9283052122
BOS,201403,2014-01-13,65935,5.4708331365406355,360719.3828578068
BOS,201404,2014-01-20,60433,5.465158312468703,330275.91229742114
BOS,201405,2014-01-27,62782,5.478372468472968,343943.1803156699
BOS,201406,2014-02-03,68168,5.471346493732159,372970.7477847338
BOS,201407,2014-02-10,76025,5.480025863344845,416618.9662607918
BOS,201408,2014-02-17,69990,5.48846163190184,384137.4296168098
BOS,201409,2014-02-24,67643,5.515967028543548,373116.5577117712
BOS,201410,2014-03-03,72393,5.506279873908826,398616.11891188164
BOS,201411,2014-03-10,77162,5.50768020041048,424983.61962407344
BOS,201412,2014-03-17,68340,5.508577347135292,376456.17590322584
BOS,201413,2014-03-24,65163,5.516414021608643,359466.086890084
BOS,201414,2014-03-31,73664,5.517213739817921,406420.0329299473
BOS,201415,2014-04-07,76225,5.5216230585424135,420885.7176373955
BOS,201416,2014-04-14,77631,5.506792099322799,427497.7774625282
BOS,201417,2014-04-21,70451,5.505997996918336,387903.0648808937
BOS,201418,2014-04-28,71325,5.508156575212867,392869.26772705774
BOS,201419,2014-05-05,71522,5.505500966639161,393764.4401359661
BOS,201420,2014-05-12,70303,5.502333885949441,386830.5791839036
BOS,201421,2014-05-19,66496,5.501637360572972,365836.87792866037
BOS,201422,2014-05-26,67251,5.50333228263417,370104.59933943057
BOS,201423,2014-06-02,76692,5.499896271186441,421798.0448298305
BOS,201424,2014-06-09,76939,5.511203018296236,424026.4490246941
BOS,201425,2014-06-16,73952,5.513504628983485,407734.6943225867
BOS,201426,2014-06-23,65892,5.521965726882469,363853.36567573965
BOS,201427,2014-06-30,79758,5.533323117905953,441326.785237943
BOS,201428,2014-07-07,79911,5.534471511090573,442265.15292275883
BOS,201429,2014-07-14,73468,5.5383705909457435,406893.0105756019
BOS,201430,2014-07-21,69149,5.538355166072866,382971.7213787726
BOS,201431,2014-07-28,74651,5.530079378012394,412825.9556480032
BOS,201432,2014-08-04,74860,5.521972216488935,413374.8401263617
BOS,201433,2014-08-11,77202,5.524756775005722,426522.27254399174
BOS,201434,2014-08-18,76218,5.529621833561957,421456.7169104252
BOS,201435,2014-08-25,69046,5.533732694938441,382082.10765471956
BOS,201436,2014-09-01,74827,5.533938472917615,414088.0141130064
BOS,201437,2014-09-08,75311,5.5318198841698845,416606.8872967182
BOS,201438,2014-09-15,69298,5.531255394214408,383304.93630827003
BOS,201439,2014-09-22,65525,5.532656781583126,362527.3356132343
BOS,201440,2014-09-29,73074,5.532454309661343,404278.56622419297
BOS,201441,2014-10-06,72704,5.535068229049018,402421.6005247798
BOS,201442,2014-10-13,69931,5.533800767148015,386984.2214474278
BOS,201443,2014-10-20,64279,5.534213317546234,355733.6978385544
BOS,201444,2014-10-27,65970,5.5326856563836975,364991.2727516325
BOS,201445,2014-11-03,70035,5.535107088208822,387651.2249227048
BOS,201446,2014-11-10,68474,5.5350424845418775,379006.4990865205
BOS,201447,2014-11-17,64833,5.536247797752809,358931.55347170786
BOS,201448,2014-11-24,63724,5.539772488494781,353016.4620568414
BOS,201449,2014-12-01,68068,5.546482783759534,377537.99012494396
BOS,201450,2014-12-08,66476,5.550467809523809,368972.89810590475
BOS,201451,2014-12-15,69010,5.55151139821029,383109.80159049213
BOS,201452,2014-12-22,56350,5.553594112399643,312945.0282337199
BOS,201501,2014-12-29,66484,5.55730335742079,369471.7564147638
BOS,201502,2015-01-05,68546,5.560023156374944,381117.3472768769
BOS,201503,2015-01-12,70226,5.554723537234042,390086.0151257978
BOS,201504,2015-01-19,66054,5.555467448550564,366960.84684655897
BOS,201505,2015-01-26,70814,5.557337993148415,393537.33264681185
BOS,201506,2015-02-02,76932,5.565222294611308,428143.68156903714
BOS,201507,2015-02-09,79927,5.554396226831422,443946.227221955
BOS,201508,2015-02-16,71771,5.554140430226145,398626.21281776065
BOS,201509,2015-02-23,69589,5.562216356016323,387069.0739988199
BOS,201510,2015-03-02,73103,5.5635469077279245,406711.96959563444
BOS,201511,2015-03-09,77597,5.569476008375579,432174.62982191984
BOS,201512,2015-03-16,72765,5.56220320519881,404733.71622629144
BOS,201513,2015-03-23,68927,5.565180786170448,383591.21604837046
BOS,201514,2015-03-30,77576,5.567845227622608,431931.16137805145
BOS,201515,2015-04-06,78224,5.5746596196130165,436072.1740846086
BOS,201516,2015-04-13,74604,5.5727570030782765,415749.9634576517
BOS,201517,2015-04-20,71027,5.57111834065934,395699.8223820109
BOS,201518,2015-04-27,75573,5.571295571428571,421039.5202195714
BOS,201519,2015-05-04,75423,5.574108836443469,420416.0107710758
BOS,201520,2015-05-11,78978,5.575090462078806,440309.4945140599
BOS,201521,2015-05-18,71279,5.573103215187095,397245.224075321
BOS,201522,2015-05-25,70167,5.571245880416895,390917.6096912123
BOS,201523,2015-06-01,80829,5.574377915523862,450571.3925338783
BOS,201524,2015-06-08,79312,5.577523104772354,442364.5124857049
BOS,201525,2015-06-15,77828,5.57840523255814,434156.1224395349
BOS,201526,2015-06-22,70798,5.578971328287814,394980.01210012066
BOS,201527,2015-06-29,76727,5.5775351102336295,427947.5364028957
BOS,201528,2015-07-06,80360,5.579938977846019,448403.89625970606
BOS,201529,2015-07-13,81876,5.578278319991227,456727.11572760175
BOS,201530,2015-07-20,76850,5.576330037272528,428540.96336439374
BOS,201531,2015-07-27,76995,5.571955875904408,429012.74266525987
BOS,201532,2015-08-03,84613,5.572701370313528,471522.9810463385
BOS,201533,2015-08-10,79927,5.574609888182416,445561.84453275596
BOS,201534,2015-08-17,73713,5.572424884893664,410760.15554016666
BOS,201535,2015-08-24,70126,5.572376509258245,390768.47508824366
BOS,201536,2015-08-31,73524,5.570853521743893,409591.434332698
BOS,201537,2015-09-07,78074,5.5707780442400345,434932.92502599646
BOS,201538,2015-09-14,76714,5.569433180026282,427253.4969725362
BOS,201539,2015-09-21,72595,5.572220310960254,404515.3334741596
BOS,201540,2015-09-28,75896,5.57329864258347,422991.07377751503
BOS,201541,2015-10-05,80202,5.575357267950963,447154.80360420316
BOS,201542,2015-10-12,75937,5.576198730436686,423439.8029931706
BOS,201543,2015-10-19,71132,5.577717168180326,396754.17760700296
BOS,201544,2015-10-26,69781,5.579133938730854,389317.5453785777
BOS,201545,2015-11-02,73559,5.5768223230887015,410225.4732640818
BOS,201546,2015-11-09,72662,5.582358306901455,405625.3192960735
BOS,201547,2015-11-16,70073,5.5839846658645955,391286.5574911298
BOS,201548,2015-11-23,65831,5.585058831893252,367670.0079623647
BOS,201549,2015-11-30,69678,5.586292794664334,389241.7093466215
BOS,201550,2015-12-07,70767,5.585557238136891,395273.1290712334
BOS,201551,2015-12-14,73819,5.585323835556528,412303.0202169473
BOS,201552,2015-12-21,62541,5.580440170566368,349006.30870739126
BOS,201553,2015-12-28,68285,,
BOS,201601,2016-01-04,73457,5.579990345506232,409889.3508098513
BOS,201602,2016-01-11,76292,5.584105641810627,426022.58762501634
BOS,201603,2016-01-18,71808,5.586762945549967,401174.27359405207
BOS,201604,2016-01-25,69899,5.585323220728108,390408.507805674
BOS,201605,2016-02-01,78958,5.581658314201378,440716.57717271236
BOS,201606,2016-02-08,83900,5.584269946430523,468520.2485055209
BOS,201607,2016-02-15,81233,5.5840340439488365,453607.83749209583
BOS,201608,2016-02-22,74056,5.577767705258555,413067.16518062755
BOS,201609,2016-02-29,78911,5.577592795452061,440133.42508191755
BOS,201610,2016-03-07,78773,5.578302514485624,439419.62397357606
BOS,201611,2016-03-14,80583,5.5816703946649175,449787.74541328306
BOS,201612,2016-03-21,78611,5.577217087569695,438430.61247094127
BOS,201613,2016-03-28,75757,5.578452487154258,422606.8250693451
BOS,201614,2016-04-04,79845,5.578990740133377,445454.51564594946
BOS,201615,2016-04-11,78547,5.577191428883787,438071.6551645348
BOS,201616,2016-04-18,75155,5.5773034328195035,419162.2394935498
NYC,201104,2011-01-24,28000,,
NYC,201105,2011-01-31,85959,5.118619623477298,439991.42421448504
NYC,201106,2011-02-07,85903,5.208583981178396,447432.98973516776
NYC,201107,2011-02-14,72579,5.235263317572892,379970.17632612295
NYC,201108,2011-02-21,74572,5.245644017753763,391178.16569193365
NYC,201109,2011-02-28,78510,5.245466242642871,411821.5547098918
NYC,201110,2011-03-07,80454,5.238668072065379,421471.801069948
NYC,201111,2011-03-14,77922,5.269606682447196,410618.29190965043
NYC,201112,2011-03-21,74505,5.270899730796842,392708.3844430187
NYC,201113,2011-03-28,80442,5.28082815103705,424800.3781257224
NYC,201114,2011-04-04,83855,5.285339891665211,443202.1766155862
NYC,201115,2011-04-11,76187,5.288458453019554,402911.78416020074
NYC,201116,2011-04-18,72718,5.293419497607656,384926.8790270335
NYC,201117,2011-04-25,68282,5.306438406537283,362334.22727517877
NYC,201118,2011-05-02,74437,5.304209004739337,394829.405685782
NYC,201119,2011-05-09,77599,5.303663191525139,411558.95999915927
NYC,201120,2011-05-16,68819,5.297838008368201,364591.91389789124
NYC,201121,2011-05-23,68203,5.294616265865063,361108.7131807949
NYC,201122,2011-05-30,78577,5.303128127079176,416703.8988415004
NYC,201123,2011-06-06,80870,5.3085558628684995,429302.91263017553
NYC,201124,2011-06-13,77228,5.310817437252312,410143.80904412153
NYC,201125,2011-06-20,78065,5.310489377470356,414563.35325222334
NYC,201126,2011-06-27,79664,5.30900832239002,422936.8389948786
NYC,201127,2011-07-04,88005,5.310055039267016,467311.39373069373
NYC,201128,2011-07-11,77829,5.3111270874103065,413359.71008605673
NYC,201129,2011-07-18,79294,5.324582894736841,422207.4760552631
NYC,201130,2011-07-25,75110,5.321751512210901,399716.7560821608
NYC,201131,2011-08-01,83372,5.329734910198845,444350.65893309814
NYC,201132,2011-08-08,86581,5.3181923493783865,460454.4118015301
NYC,201133,2011-08-15,84096,5.306769091773656,446278.0535417974
NYC,201134,2011-08-22,79328,5.313446315291148,421505.06929941615
NYC,201135,2011-08-29,78983,5.325014848532413,420585.6477816356
NYC,201136,2011-09-05,89597,5.330164644416719,477566.7616458048
NYC,201137,2011-09-12,80229,5.337363842686149,428211.3637348671
NYC,201138,2011-09-19,84861,5.339194617169373,453089.3944076102
NYC,201139,2011-09-26,90797,5.336895529267169,484574.10337087116
NYC,201140,2011-10-03,94364,5.3456546122074355,504437.35182634246
NYC,201141,2011-10-10,93818,5.3462831530845385,501577.5928560852
NYC,201142,2011-10-17,87582,5.345371935679612,468158.3648706918
NYC,201143,2011-10-24,85264,5.354152066616201,456516.42180796375
NYC,201144,2011-10-31,91431,5.3549244712990935,489606.0993353474
NYC,201145,2011-11-07,92896,5.356462935586062,497593.9808642028
NYC,201146,2011-11-14,86846,5.3552634884771795,465083.21292028914
NYC,201147,2011-11-21,80405,5.354202165413533,430504.62511007517
NYC,201148,2011-11-28,88924,5.350293282351178,475769.47983979614
NYC,201149,2011-12-05,93944,5.348275086039204,502438.354682867
NYC,201150,2011-12-12,91254,5.349368952637083,488151.31440394436
NYC,201151,2011-12-19,77851,5.351717312854161,416636.5445230093
NYC,201152,2011-12-26,88009,5.349536986912551,470807.4006811867
NYC,201201,2012-01-02,98391,5.343233032277169,525726.0412787829
NYC,201202,2012-01-09,92204,5.337156888430969,492107.21374088904
NYC,201203,2012-01-16,91558,5.341979821088136,489100.9884591876
NYC,201204,2012-01-23,87427,5.347412254116276,467508.21114062367
NYC,201205,2012-01-30,101857,5.35241149920943,545180.5780749749
NYC,201206,2012-02-06,104579,5.3588568496079825,560423.8904751532
NYC,201207,2012-02-13,92302,5.387821071932299,497306.6605814951
NYC,201208,2012-02-20,95964,5.404468971779827,518634.4604078793
NYC,201209,2012-02-27,101042,5.424958183079057,548148.6247346741
NYC,201210,2012-03-05,108750,5.431852403122005,590713.9488395181
NYC,201211,2012-03-12,98789,5.438679495524817,537281.7086834011
NYC,201212,2012-03-19,97134,5.440147151727862,528423.2534359342
NYC,201213,2012-03-26,97037,5.442644000538069,528137.8458802126
NYC,201214,2012-04-02,111000,5.437725318321941,603587.5103337354
NYC,201215,2012-04-09,100611,5.427688407728182,546085.15838994
NYC,201216,2012-04-16,95862,5.420605091487669,519630.04528019094
NYC,201217,2012-04-23,92424,5.4187298588204245,500820.6884716189
NYC,201218,2012-04-30,102967,5.414487676979549,557513.5526355533
NYC,201219,2012-05-07,103586,5.404586974078415,559839.5462968868
NYC,201220,2012-05-14,101417,5.399774527324528,547628.9332376716
NYC,201221,2012-05-21,93854,5.39353249419055,506204.5987097599
NYC,201222,2012-05-28,108912,5.383161365678347,586290.8706587601
NYC,201223,2012-06-04,110643,5.387001703599334,596034.0294913411
NYC,201224,2012-06-11,113747,5.382648991832568,612260.1748739791
NYC,201225,2012-06-18,108524,5.386743866123696,584590.991327208
NYC,201226,2012-06-25,104107,5.429026431104357,565199.6546629813
NYC,201227,2012-07-02,111974,5.4840712884978,614073.3984582527
NYC,201228,2012-07-09,110148,5.506902298276293,606574.2743505371
NYC,201229,2012-07-16,106906,5.511326117734725,589193.8299425484
NYC,201230,2012-07-23,98799,5.510149201436177,544397.2309526929
NYC,201231,2012-07-30,110012,5.50857921709064,606009.8168305755
NYC,201232,2012-08-06,115646,5.529433906211638,639456.9135177511
NYC,201233,2012-08-13,115816,5.537415329092243,641321.2937541472
NYC,201234,2012-08-20,105539,5.546574572753906,585379.9338338745
NYC,201235,2012-08-27,103894,5.550926331180699,576707.9402516875
NYC,201236,2012-09-03,114044,5.553131378513202,633301.3149311596
NYC,201237,2012-09-10,107927,5.555639482946959,599603.5024760164
NYC,201238,2012-09-17,102175,5.559962484848485,568089.166889394
NYC,201239,2012-09-24,100259,5.563488048868997,557789.7482915568
NYC,201240,2012-10-01,110607,5.569925304988526,616072.7282088659
NYC,201241,2012-10-08,103039,5.569313204586602,573856.4632873989
NYC,201242,2012-10-15,94965,5.566051367964325,528580.0681587321
NYC,201243,2012-10-22,89966,5.560155751893257,500224.97237482877
NYC,201244,2012-10-29,98103,5.559340422467595,545387.9734653385
NYC,201245,2012-11-05,99327,5.556542067480258,551914.6539366116
NYC,201246,2012-11-12,91836,5.553060786422852,509970.890381929
NYC,201247,2012-11-19,83486,5.551801548909806,463497.70411228406
NYC,201248,2012-11-26,87280,5.5580269903605855,485104.5957186719
NYC,201249,2012-12-03,97830,5.559478302670623,543883.762350267
NYC,201250,2012-12-10,94424,5.558580759673411,524863.4296514022
NYC,201251,2012-12-17,95109,5.561750696411709,528972.5469850212
NYC,201252,2012-12-24,80755,5.559048397737983,448920.9533593308
NYC,201301,2012-12-31,100209,5.551067351008916,556266.9081772525
NYC,201302,2013-01-07,99433,5.550971711985063,551949.7702378107
NYC,201303,2013-01-14,93602,5.545598476744186,519079.1086202093
NYC,201304,2013-01-21,93961,5.550150005794414,521497.644694449
NYC,201305,2013-01-28,98149,5.550523064497519,544778.288257367
NYC,201306,2013-02-04,97656,5.5439080045871565,541395.8800959634
NYC,201307,2013-02-11,102489,5.532147514188423,566984.2665816572
NYC,201308,2013-02-18,102053,5.525823298458769,563926.8450776127
NYC,201309,2013-02-25,106151,5.526623719525833,586656.6344513868
NYC,201310,2013-03-04,103380,5.527066722240747,571388.1577452484
NYC,201311,2013-03-11,103606,5.521409178583306,572051.119356302
NYC,201312,2013-03-18,99596,5.5177861092678615,549549.425338642
NYC,201313,2013-03-25,99860,5.5060014194542255,549829.3017466989
NYC,201314,2013-04-01,113291,5.504042803861343,623558.5132922553
NYC,201315,2013-04-08,108431,5.500900130804447,596468.1020832569
NYC,201316,2013-04-15,104478,5.499249436741768,574550.5826519064
NYC,201317,2013-04-22,101191,5.494232439707149,555966.8748064061
NYC,201318,2013-04-29,108817,5.481948250026758,596529.1627231616
NYC,201319,2013-05-06,109618,5.476615941565366,600335.6862825123
NYC,201320,2013-05-13,109486,5.467542834394904,598619.3947665605
NYC,201321,2013-05-20,105329,5.462994044086478,575411.6996695846
NYC,201322,2013-05-27,113440,5.460406276415892,619428.4879966187
NYC,201323,2013-06-03,121203,5.457942007160909,661518.9450939237
NYC,201324,2013-06-10,116250,5.457239265804144,634404.0646497317
NYC,201325,2013-06-17,113624,5.453729043770337,619674.5088693608
NYC,201326,2013-06-24,118630,5.45782263717922,647461.4994485709
NYC,201327,2013-07-01,129848,5.469326180570002,710181.0658946537
NYC,201328,2013-07-08,119789,5.480830247745413,656543.1745471753
NYC,201329,2013-07-15,116189,5.489045179603633,637766.6703729666
NYC,201330,2013-07-22,113416,5.483984597205097,621971.5970766133
NYC,201331,2013-07-29,119093,5.47972081067214,652596.3905053771
NYC,201332,2013-08-05,122791,5.4798758019883165,672879.4296019473
NYC,201333,2013-08-12,119733,5.477104154757043,655790.111761525
NYC,201334,2013-08-19,121404,5.472226418746816,664350.1761415384
NYC,201335,2013-08-26,119837,5.466743408490758,655118.129843307
NYC,201336,2013-09-02,129634,5.479374843085645,710313.2784085645
NYC,201337,2013-09-09,123985,5.484415349727878,679985.237136011
NYC,201338,2013-09-16,119385,5.480856194779117,654332.0168137049
NYC,201339,2013-09-23,113486,5.483639137844611,622316.2711974336
NYC,201340,2013-09-30,121027,5.486659173669468,664033.8998116946
NYC,201341,2013-10-07,119534,5.487174263163153,655903.8883729443
NYC,201342,2013-10-14,112627,5.489531490168679,618269.4631432279
NYC,201343,2013-10-21,107877,5.489105405405405,592148.2238189188
NYC,201344,2013-10-28,114669,5.488253600956271,629332.5521680546
NYC,201345,2013-11-04,113189,5.4838459510545166,620711.0393539097
NYC,201346,2013-11-11,108365,5.482309403578529,594090.4585187873
NYC,201347,2013-11-18,101936,5.484846446297399,559103.3073497717
